X,ERR525691,ERR525707,ERR525711,ERR525724,ERR525736,ERR525740,ERR525745,ERR525749,ERR525762,ERR525766,ERR525782,ERR525786,ERR525808,ERR525818,ERR525834,ERR525838,ERR525846,ERR525850,ERR525854,ERR525862,ERR525866,ERR525874,ERR525878,ERR525883,ERR525888,ERR525892,ERR525894,ERR525900,ERR525927,ERR525930,ERR525934,ERR525938,ERR525966,ERR525970,ERR525982,ERR525986,ERR525990,ERR525994,ERR525998,ERR526014,ERR526022,ERR526030,ERR526034,ERR526038,ERR526046,ERR526074,ERR526078,ERR526082
13414_6_34,0,0,0,0,0,0,0.623446843832476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_37,0,0,0.350683655895076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199230631157987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_44,0,0,0.875415811133787,0,0,0,0,0.442449287916506,0,0,0,0,0.433639583495942,0,0,0,0,0,0,0.129696498503969,0,0,0,0,0,0,0,0,0,0,0,0,0.198109427111858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_47,0,0,0.426020047072371,0,0,0,0,0,0,0,0.335804860583355,0,0.210920912211364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235890415812902,0,0.319445262115497,0,0,0,0,0.152698347128163,0,0.191189346316298,0.276162137230186,0,0,0,0,0,0,0,0,0
13414_6_50,0,0,0,0,0,0,0,0,0,0,0.136264230943539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_53,0,0,0.168851234398326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25718173308347,0,0.320944784069176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_58,0,0,0.238990360630311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221218806867042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275311388491725,0,0,0,0,0,0,0,0,0,0,0.498064587606622,0,0,0,0,0,0,0,0.360405921114135,0,0,0,0,0,0,0,0,0
13414_6_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533569813320473,0,0,0,0,0,0,0,0,0,0,0.44654231858364,0,0,0,0,0,0,0,0.662318134880923,0,0,0,0,0,0.498994402260704,0,0,0
13414_6_73,0,0,0,0,0,6.64530054287396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80654912553962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6114210265287,4.73897388793018,0,0,0,0,0
13470_2_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165166410918996,0,0,0,0.237732260821967,0,0,0,0,0,0,0,0,0,0,0.257549297884133,0,0,0,0,0,0,0,0,0,0,0,0,0.129304964991587,0,0
13470_2_64,0,0.126282842374889,0,0.393225181737921,0.226250116060799,0,0,0,0,0,0,0.155672397971948,0,0,0,0,0,0.317276832472689,0.137485916374384,0.127415893820547,0,0.282628521403988,0,0,0,0.128821531624293,0.235922357367672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157396907554201,0,0.146464157855976,0
13470_2_65,0,0.387476826172761,1.1403805212258,0.312854211893316,0,0,0,0,0.496761307248473,0,0,0.600634937013509,0.215536905344685,4.04154743267233,0.48522916145473,0.430852730343669,3.96850494541009,0.212805644841947,1.16039202776862,0.116047251378563,0.120451886767743,4.79037945307169,0,0,0,0,0.351472683850509,0,0.428295617020605,0,0.281663863537089,0,0,0.117595128532679,0.247030781188474,0.522293092371785,0.274192121608206,0,0,0.41282042088443,0,0,0,0.152574367483754,0.367251788387018,0.178021604709455,0.429669467564064,0
13470_2_67,0,0.209424189509312,0,0.241101403310502,0.435305176701912,0,0,0.279135923403946,3.26165110194864,0,0,3.09938782645799,0.474176395921284,0.212065239389005,3.2612372723249,5.06099680671596,2.65909776215896,6.89570347404517,0.153985134136711,0,1.42245026781637,5.49369952685527,0.14497710383367,0,0,6.89727446248265,0.370725385625476,0,4.20256637491318,0,1.02361091610239,0.116138054901528,0.649812536695082,0,0.139013476966067,0.362778261846889,0.254297251389192,0,0.996985873258242,2.76354662140358,0,0,0,0.236857722067057,3.08253809237339,0.416947806918349,0.187298355355355,0
13470_2_71,0,0,0.12468645762804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13470_2_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246203307435719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13470_2_92,0,0,0,0,0,0,0,0.32374598370162,0,0,0,0,0,0,0,0,0,0,0,1.73383257565304,0,0.117430902874111,0,0,0,0,0,0,0,0.151457448663591,0.305704391670922,0,0.180279813426415,0,0.111771707265619,0,0,0,0.671678555312473,0,0,0,0,0,0,0,0,0
14207_6_13,0,0.684743607681452,0.488363275886391,0.473584645359212,0.194492852460483,0,0,0.405047018387098,0.717774563608718,0.164526815780714,0,0.225822003596838,0,0.435743668845298,0.214913244682306,0.334707588533792,0.218973715543591,0.272721232401614,0.819446018905562,0.18885469637244,0.178767245296078,0.32004988265111,0,0,0,0,0.329001721826093,0,0.339890947084592,0,0.429360235383749,0,0.120851680385336,0,0.384155882814354,0.368614448300279,0.318178798537658,0,0.341685080251035,0.164338003738399,0,0,0,0,0.3509305083573,0.370096311846554,0.211915404264018,0
14207_6_3,0,0,0,0.152123778427419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157273990282219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_6_9,0,0.440806221979767,0.779302335440102,0.195180066066433,0.119083913617913,0,0,1.00216743484566,0.420620459855759,0,0,0.20310501187965,0,0,0.569535924125686,0.45992847501421,0.505051432842331,0,0.158115612311049,0,0.351536274636198,0.739675266003314,0,0.167146894640287,0,1.44820888597673,0.372340201722372,0,0.250546186588933,0.142620366962913,0.240441252203365,0,3.66111573708139,0,0.232001995197046,1.58238164738217,0.409780995274505,0,0,0.360891451812474,0.124596836016447,0,0,0,0.342769868342441,0.68679552665585,0.253392946729944,0
14207_7_1,0,0,0,0,0,0,0,0,0,0,0,0,0.455700433795448,0,0,0,0,0,0,1.08078887376635,0,0,0,0.267922453042678,0.115909309699117,0,0,0,0,0,2.30489312876143,0,0.729065697724782,0,0,0,0,0.237188770305811,0,0,0,0,0,0,0,0,0,0
14207_7_23,0,0.312963778086432,0.197424216332681,0.622843374181577,0.279175005472478,0,0,0.219422696266187,0.181501413503893,0.271051753235038,0,0.340069299025679,0,0.253012875698495,0,0.283084680750679,0.246292943477541,0.327272460694432,0.230977701205067,0,0.493781301417835,0.408694221785653,0,0.771823021765767,0,0.26748686475685,0.24233613397788,0,2.89499682598912,0.126218293029299,1.03391057379165,0,0.237736007626708,0,0,0.389041100887146,0.162103773544437,0,0.194249538104285,0,0,0,0,0.116256783662107,0.390561334795659,0.137727442072596,0.639642698344164,0
14207_7_27,4.73636575594381,0,0,0,0,0,0.188837624173646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167382779909895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14133663651007,0,0,0,0,2.56370528917515,0,0,1.99609116668593
14207_7_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114793726365294,0,0,0,0
14207_7_37,0,0,0.163653969453015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17757534935149,0
14207_7_54,0,0,0,0,0,0,0,0.384182360900011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_59,0,0,0,0,0,0,0,0.244602544279012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_70,0.222851927504735,0,0,0.433404913548566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45053334060682,0,0.229671554329162,0.13408307329485,0.619424047583283,0,0,0,0.197860979152101,0.42404110461605,0.335741560052248,0,0,0,0,0,0,4.32435177330421,0,0.397859496640121,0,0.224004460241132,0.223721160807352,0.400824370424397,0,0.135236747063147,0,1.12959237541534,0
14207_7_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4181066512047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_83,0,0,0.148062174617085,0,0,0,0,0.282739818788079,0,0,0,0,0.322280247853653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196903689205803,0.22327115929182,0,0.152543554612259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62010433904014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122903133266878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_89,0,0,0.389651167720051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115319534462332,0,0,0,0,0,0,0
14207_7_9,0,0,0.890995630704867,0,0,0,0,0,0,0,0.150863969973203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534911886025691,0,0,0.16533961817662,0,0,0,0,0,0,0,0,0,0.129304964991587,0,0
14207_7_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528975550962742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14207_7_95,0,0,0,0,0,0,0,0,0,0,0,0,0.260186148016076,0,0,0,0,0,0,0.51080960778642,0,0,0,0,0,0,0,0.240771656711035,0,0,0.776287238388395,0,0.192170135127109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311075499202313,0
14670_1_61,0,0,0,0.264067825044193,0,0,0,0,0,0,0.116797912237319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15841_8_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147762986373347,0
15841_8_88,0,0,0,0,0,0,0,0,0,0.159250869245725,0,0,0,0,0,0,0.137016031741741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_1_69,0,0,0.426020047072371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_1_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114513140412652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_1_72,0,0,0,0,0,0,0.219383856217075,0,0,0,0,0,0.122653531828232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_1_93,0.111425963752367,0,0.402644330083326,0.30137100102647,1.67908085205927,0,1.5038324716142,0.395693487274989,0.742467834829278,0.384954073556084,0,0,0,0.154615338638525,3.34353100372018,0.369728605069836,0.185224890257271,4.30742921867584,0.202109743854751,0.410703668541729,1.0328156838947,4.79143390595592,0.478542500278195,0,0,0.487382637467289,13.6918209905851,0.445898873467333,4.01816399590555,0.181751189882093,0.917125165301113,0,0,0,0,0.527160380683499,0.125942875984353,0,0.526574197923771,0,0.455970450902502,0.113983130540444,0,0.184547796562558,0.299633414855445,0.6418209066996,0.506798032044163,0
18048_2_57,0,0,0,0,0,0,0,0,0.205372880135496,0,0,0,0,0,0.240639531173878,0,0.218173296281357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282335017619724,0,0,0,0,0,0,0,0
18048_2_82,0,0,0,0,0,0,0,0.282739818788079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_2_85,0,0,0,0,0,0,0,0.122307199599019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048_2_90,0,0.24550820737494,0.355880920840386,0.154988828032474,0,0,0,0,2.79530960900886,0,0,0.148316973032316,0.160624571447001,0.18945490884039,0,0.162608794268578,0,0.195898022250338,0,0,0.113909409250564,0.199736808560095,0,0,0,0.148509134640821,0,0,0.173024872747293,0,0.257623335403257,0,0.447735756439261,0,0,0,0,0,0,0,0,0,0,0.308063595274235,0.188867093977701,0.158349607404648,0.268954611769838,0
18391_1_11,0,0,0,0,0,0.131908428770991,0,0,0,4.56559398774594,0,0,0.127785077441378,0,0,0,0,0,0,0,0,0,0,0,0.247900190450164,0,0,0,0,0.248642832513211,0,0.159989080574635,0,0,0.122107489453033,0,0,0,0,0,0.169667572653147,0,0,0,0,0,0,0.20826541584572
18391_1_7,0.299702301449267,0,0.332505203851341,0.209528326538333,0.35195109707599,0,0.331861740861887,6.38790456837603,0.181501413503893,0.34593218933226,1.13875791851173,0,0,4.50476429156395,0.616633259631912,0.934697694704008,3.57393761401054,0.440203277798057,0.701194059963877,0.43231784157155,4.82884731410888,0.39429508184429,9.96885616419782,0.317085984020543,0,7.12530981266762,0.807260213171646,6.40414724941892,0.276073261016264,0.289034487471213,0,0,0,0,0,5.45056499300342,0.283826525542938,0,1.36909529336176,2.35926376682567,0,0.364072053356096,0,1.68127791977562,1.52730400728803,8.67996088592259,5.5941879487407,0.428711787340441
20287_6_18,0,0,0,0,0,0,8.46860700070578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287_6_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207053692539649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287_6_33,0,0,0,0,0,0,0,0,0,0,0,0.216467948183878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147107502822524,0
20287_6_53,0,2.00324643959242,3.72251107891628,0.548214009770394,0.174653300035194,0,0,0,3.24847613949076,0,0,4.79241375648059,0,0.487688445636115,3.32264105651984,3.41482954961649,0.25032128304321,1.20308265639813,8.62067106880321,0.372013611198846,1.32278236941776,0.625126534346108,0.359725096386455,0.282670373500481,0,0.249439895325034,0.231100652965672,0,4.32923755160404,0,0.844991590611269,0,0.382356593682237,0,0.163428270565525,4.79205622071363,0.188015798567453,0,0,2.5436806111328,0.263778660533835,0,0,1.2482129599191,0,0.145223212065304,0.168495688314173,0
20287_6_6,0,0,0.257168812674046,0,0.15480209784336,0.302263118124673,0.336020233637207,0.288489454516054,0,0,0.452602772820674,0,0,0,0,0,0,0,0.125117176786395,0.170655700205232,0,0,0,0.250714647782647,0,0,0,0,0,0,0.298833956448635,0,0.184247166570378,0,0,0,0,4.21774462834037,0,0,0,2.525506433351,0,0.146767155444098,0,0,0,0
20287_6_70,0,0,0,0,0,0,0,0,1.07995558602755,0,0,0,0,1.1880712876852,0.241816964561534,0,0.3029521299419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183402078105878,0,0,0,0,0,0.158349607404648,0,0
20287_6_9,0,6.87414004525986,11.5076307585157,1.09356296993573,8.96414586299898,0,0.211055189506955,5.0145121991266,2.96449699819568,0.361748851084397,2.05862838058913,4.48111544031514,1.92444950085528,5.2693211500571,3.36619343128904,4.05691891109093,3.55740436367587,6.99635793751208,11.3871836482085,9.2970740873341,3.6112888465272,5.01076010587644,7.20221658454843,1.54608315162263,0.124371543294029,7.10648703975777,10.2488511208928,0.458271415241554,3.62585697389911,1.43250782982325,13.7528607329208,0.355715447141261,3.12822274082127,0.942191515439952,5.99911145794644,8.28955053613124,5.05777222205411,0.593695613850892,0.439987335481988,2.32476171598318,0.377771273259461,0,0,11.9239169690225,10.0497707090033,8.03724846354311,4.51506780673869,0
20298_2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12725067948986,0,0,0,0,0,0,0.132533511287418
20298_2_10,0.283694075616978,0,0,0,0,0,0,0,0,0.256285809648767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20298_2_23,0,0.224324555095616,0.337702468796651,0.215269931971756,0.170680729643518,0,0,0.208634719951841,0.145276789003368,0,0,0.197097500515054,0,0.190673900574316,0,0.210675756426474,0.15147606497095,0.159022415923559,0.166365221192213,0.18772012419325,0,0.291263318911542,0,0,0,0.168209455747152,0.205422802636153,0,0.211785529668113,0,0,0,0.485378660382129,0,0,0.242178940212373,0.118117096614985,0,0.241051640262035,0,0,0,0,0,0.3509305083573,0.132108547195432,0,0
20298_2_28,0,0,0.142876884936626,0,0,0,0,5.86190181115897,0,0,0.116797912237319,0.274602531079575,0,0,0,0,0,0,0,0,0,0,0,0.226138576471498,0,0,0,0,0,0,0,0,0,0,0,0,4.67807700079962,0,0,0,0,0,0,0,0,0,0,0
20298_2_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109542894908564
