X,ERR525691,ERR525707,ERR525711,ERR525724,ERR525736,ERR525740,ERR525745,ERR525749,ERR525762,ERR525766,ERR525782,ERR525786,ERR525808,ERR525818,ERR525834,ERR525838,ERR525846,ERR525850,ERR525854,ERR525862,ERR525866,ERR525874,ERR525878,ERR525883,ERR525888,ERR525892,ERR525894,ERR525900,ERR525927,ERR525930,ERR525934,ERR525938,ERR525966,ERR525970,ERR525982,ERR525986,ERR525990,ERR525994,ERR525998,ERR526014,ERR526022,ERR526030,ERR526034,ERR526038,ERR526046,ERR526074,ERR526078,ERR526082
12718_7_72,0,0,0.400045697610671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718_7_84,0,0,0.807875317374457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452277152942996,0,0,0,0,0,0,0.903384294856538,0,0.289252909842252,0,0,0,0,0,0.409562995629504,0,0.442712384138268,0,0,0,0,0,0.158772682310308,0
12718_7_87,3.44209525242848,0.665916187912011,0,0,1.05055264745022,3.98001219857839,0,1.12304018924244,0.207838293902366,0.382841459371523,0,1.71301223475588,2.79069756288751,0.702204775930969,0.304752678217837,2.46998002276478,1.06474132155256,0,0,0.194539017593433,2.00843854873108,0,0.381524846338063,0,6.07894476501608,1.3350178867215,0,1.23946949376477,1.76845497201242,5.61666901008812,0,4.82404613457217,5.53539665432405,9.41907688618817,2.96709578599545,0.664287964734843,0,0.12938186069027,0,0,3.28329500313611,4.05155433580647,4.53172522947639,0,0,0,0.885910296104983,1.11846241843072
12718_7_9,0,0,0,0,0,0,0,1.79424199469919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40868662141941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13154_4_43,0.999011301480739,0,0,0,0.185231288057603,0.535184709555252,0,0,0,0.660219877307416,0,0,0.233497314990695,0,0,0,0,0,0,0,0,0,0,0,0.614238379013128,0,0,0.370976874755761,0,0.348361137869394,0,0.980245914558747,0,1.62167292523729,0.649031252276665,0,0,0,0,0,0.387048574813576,0.577574338762722,0.289359904320903,0,0,0,0.14128098237077,0.121713137316009
13414_6_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205189372006971,0,0
13414_6_17,0,0,0,0,0,0,0,0,0,0,0,0.11825617632011,0,0,0,0,0,0,0,0,0,0,0,0.231058346075954,0,0,0,0,1.72120939516863,0,0.140825936624372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132201321333453,0
13414_6_24,0,0.996136564094629,0.179233789024095,0.120550701655251,0,0,0,0.803609396066562,0.291388427112977,0,0,0.328716613139392,0.171403215153118,0.887989602131584,0.471770971228086,0.169137375826547,0.288885745530183,0.159022415923559,1.35976703195299,0.163825346480007,0,0.665992441681726,0,0.196642735555892,0,0,0,0,0.305384802568327,0,0,0,0.223873747085228,0,0.870697465286298,1.02512843029838,0.712887922434121,0,0,0.394419327101767,0,0,0,0.130786068048145,0.125915227271526,0,0.156830508826389,0
13414_6_3,0,0,0,0.18943846063301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285674613874159,0,0,0,0,0,0,0,0,0,0,0,0.418923416061054,0,0.185568332287964,0,0,0,0,0,0,0
13414_6_32,0,0,0.163653969453015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414_6_33,0.162020669342037,0,0.472771481050461,0,0,0,0.156901334151949,0,0,0,0.165463709002868,0,0,0,0,0,0,0,0,0.367463862157044,0,0,0,0.206470886409239,0,0,0,0,0,0,0.374408743893796,0,0.441796464454511,0.117595128532679,0,0,0,0,0,0,0.205449857132901,0,0,0,0,0,0,0
