TranslatedReaction	VMHreaction
rxn08786	LEUtec
rxn11003	LEUtec
rxn33827	LEUtec
rxn33828	LEUtec
rxn14044	LFOR
rxn02767	LFORKYNHYD
rxn07490	LGALOR
rxn02100	LGCN14LACH
rxn32924	LGCN14LACH
rxn09842	LGNCt
rxn01834	LGTHL
rxn33394	LGTHLr
rxn38131	LGTHLr
rxn38132	LGTHLr
rxn06461	LHAH
rxn07359	LHL
rxn08789	LIPAHT2ex
rxn08790	LIPAHTex
rxn00804	LLEUDr
rxn30550	LLEUDr
rxn06871	LLYSMT
rxn04034	LMLNEH
rxn33504	LNLCt
rxn33505	LNLCt
rxn33506	LNLCt
rxn39014	LNLCt
rxn39015	LNLNCAt
rxn02590	LNLTOR
rxn20024	LNSTLS
rxn20025	LNSTLS
rxn00229	LO
rxn04135	LOOR
rxn04977	LOR
rxn03159	LPADSS
rxn07433	LPAMMBT
rxn35552	LPAMMBT
rxn07435	LPAMMBT2
rxn35550	LPAMMBT2
rxn07431	LPAMMPT
rxn35551	LPAMMPT
rxn02342	LPAMS
rxn01983	LPASE
rxn05962	LPCAH
rxn01581	LPCDH
rxn02391	LPCHOL23AM
rxn01580	LPCOX
rxn02450	LPEAAH
rxn07347	LPHL
rxn08796	LPLIPAL1A120
rxn08797	LPLIPAL1A140
rxn08798	LPLIPAL1A141
rxn08799	LPLIPAL1A160
rxn08800	LPLIPAL1A161
rxn08801	LPLIPAL1A180
rxn08802	LPLIPAL1A181
rxn08803	LPLIPAL1E120
rxn08804	LPLIPAL1E140
rxn08805	LPLIPAL1E141
rxn08806	LPLIPAL1E160
rxn08807	LPLIPAL1E161
rxn08808	LPLIPAL1E180
rxn08809	LPLIPAL1E181
rxn08810	LPLIPAL1G120
rxn08811	LPLIPAL1G140
rxn08812	LPLIPAL1G141
rxn08813	LPLIPAL1G160
rxn08814	LPLIPAL1G161
rxn08815	LPLIPAL1G180
rxn08816	LPLIPAL1G181
rxn08817	LPLIPAL2A120
rxn08818	LPLIPAL2A140
rxn08819	LPLIPAL2A141
rxn08820	LPLIPAL2A160
rxn08821	LPLIPAL2A161
rxn08822	LPLIPAL2A180
rxn08823	LPLIPAL2A181
rxn08838	LPLIPAL2E120
rxn08839	LPLIPAL2E140
rxn08840	LPLIPAL2E141
rxn08841	LPLIPAL2E160
rxn08842	LPLIPAL2E161
rxn08843	LPLIPAL2E180
rxn08844	LPLIPAL2E181
rxn08845	LPLIPAL2G120
rxn08846	LPLIPAL2G140
rxn08847	LPLIPAL2G141
rxn08848	LPLIPAL2G160
rxn08849	LPLIPAL2G161
rxn08850	LPLIPAL2G180
rxn08851	LPLIPAL2G181
rxn07350	LPNHL
rxn04137	LSERDHr
rxn06870	LSERE
rxn00484	LTDCL
rxn04386	LTHRK
rxn10609	LTHRP
rxn11407	LTHRPt2
rxn07374	LYCPNHL
rxn07370	LYPNHL
rxn00312	LYS2OX
rxn00309	LYS6OR
rxn14000	LYS6OR
rxn05151	LYSabc
rxn08853	LYSabc
rxn00321	LYSAM
rxn00322	LYSDC
rxn00323	LYSLLH
rxn07429	LYSOR
rxn39825	LYSOR
rxn00320	LYSR
rxn08854	LYSt2r
rxn09674	LYSt2r
rxn12378	LYSt2r
rxn05305	LYSt3r
rxn08855	LYSt3r
rxn08856	LYSt5r
rxn10834	LYSt5r
rxn33297	LYSt5r
rxn01394	LYXI
rxn00546	M1PD
rxn13933	M1PD
rxn13943	M1PD
rxn02977	M2FUCGALFH
rxn17378	M2FUCGALFH
rxn02276	MACACI
rxn32828	MACACI
rxn00676	MACCOAT
rxn20197	MACCOATr
rxn33120	MACCOATr
rxn02204	MACNTDI
rxn08861	MACPD
rxn13850	MACPOR
rxn06489	MADCAH
rxn09978	MADGBG
rxn05603	MAL_Dt2r
rxn08868	MAL_Lte
rxn10967	MAL_Lte
rxn27373	MAL_Lte
rxn27374	MAL_Lte
rxn31184	MAL_Lte
rxn08766	MALACPS
rxn00258	MALCOAPYRCT
rxn12206	MALDC
rxn00160	MALDDH
rxn00935	MALFADO
rxn11132	MALLAC
rxn05208	MALLACDt
rxn05207	MALNAt
rxn34241	MALNAt
rxn34242	MALNAt
rxn12432	MALNt
rxn00022	MALT
rxn30130	MALT
rxn08865	MALt2_2
rxn10153	MALt2_2
rxn05605	MALt2r
rxn12446	MALt2r
rxn00607	MALT6PH
rxn05170	MALTabc
rxn08867	MALTabc
rxn01133	MALTATr
rxn10833	MALTHPabc
rxn08869	MALTHXabc
rxn10174	MALTHXabc
rxn08870	MALTHXtex
rxn00934	MALTK
rxn08871	MALTPTabc
rxn10172	MALTPTabc
rxn05607	MALTpts
rxn08872	MALTpts
rxn08874	MALTt1r
rxn28586	MALTt1r
rxn29235	MALTt1r
rxn29412	MALTt1r
rxn33187	MALTt1r
rxn33191	MALTt1r
rxn09673	MALTt2r
rxn29655	MALTt2r
rxn05608	MALTTRabc
rxn08875	MALTTRabc
rxn08876	MALTTRtex
rxn08877	MALTTTRabc
rxn10173	MALTTTRabc
rxn08878	MALTTTRt
rxn28587	MALTTTRt
rxn32029	MALTTTRt
rxn32030	MALTTTRt
rxn00641	MAN1PT
rxn00640	MAN1PT2
rxn05609	MAN1Pt6
rxn00559	MAN6PI
rxn33558	MAN6PI
rxn33575	MAN6PI
rxn05676	MAN6Pt1
rxn08879	MAN6Pt6_2
rxn10187	MAN6Pt6_2
rxn08880	MAN6Ptex
rxn03838	MANA4
rxn13849	MANabc
rxn00629	MANAD_D
rxn36771	MANAD_D
rxn01775	MANAO
rxn04513	MANC
rxn00636	MANISO
rxn34765	MANISO
rxn30985	MANPGH
rxn05610	MANpts
rxn08885	MANpts
rxn08886	MANt1r
rxn12997	MANt1r
rxn34389	MANt1r
rxn05611	MANt2r
rxn04140	MAOX
rxn00431	MAOX2
rxn09979	MBDGBG
rxn02892	MBFRLAAH
rxn03594	MBOHOR
rxn06771	MBPAOMT
rxn07332	MBQMT
rxn03601	MBZALDOR
rxn00331	MCAL
rxn02889	MCCCr
rxn00174	MCD
rxn27986	MCD
rxn32740	MCD
rxn03060	MCITD
rxn02466	MCITD2
rxn00289	MCITL2
rxn30406	MCITL2
rxn31857	MCITL2
rxn31866	MCITL2
rxn00679	MCITS
rxn02228	MCLOR
rxn10568	MCMMT
rxn01814	MCOACMT
rxn00730	MCOAMT
rxn05465	MCOATA
rxn03127	MCOMR
rxn03611	MCOOR
rxn03607	MCOR
rxn03079	MCOX
rxn03085	MCOX2
rxn02230	MCPST
rxn04748	MCREAOOX
rxn01025	MCSNAH1r
rxn02861	MCTCLOR
rxn08890	MDDCP1
rxn08893	MDDCP4
rxn08895	MDDEP1
rxn08896	MDDEP2
rxn08897	MDDEP3
rxn08898	MDDEP4
rxn00248	MDH
rxn08900	MDH2
rxn12196	MDH2
rxn13852	MDH2
rxn36767	MDH2
rxn08901	MDH3
rxn02819	MDHHTMT
rxn17441	MDHHTMT
rxn02957	MDOCPPT
rxn05104	MDRPD
rxn03505	MDUAH
rxn00159	ME1
rxn00161	ME2
rxn02421	MEAPCT
rxn05293	MECDPDH2
rxn14070	MECDPDH3
rxn03910	MECDPS
rxn02592	MELATN23DOX
rxn05612	MELIBt2r
rxn08906	MELIBt2r
rxn08907	MELIBt2r
rxn08908	MELIBtex
rxn02416	MELTOX
rxn10570	MEOHt2
rxn29188	MEOHt2
rxn03907	MEPCT
rxn03979	MESAAOR
rxn08911	MET_Dtex
rxn05219	METabc
rxn08909	METabc
rxn11151	METabc
rxn12636	METALA1c
rxn05536	METALAabc
rxn12544	METALAt
rxn00126	METATr
rxn02302	METB1
rxn28338	METB1
rxn05183	METDabc
rxn08910	METDabc
rxn00910	METFR
rxn00456	METGL
rxn25268	METHSUCCOAc
rxn14359	METML
rxn08912	METOX1s
rxn09942	METOX1s
rxn08913	METOX2s
rxn09941	METOX2s
rxn08915	METSOX_S_Ltex
rxn05613	METSOX1abc
rxn08914	METSOX1abc
rxn05614	METSOX2abc
rxn08918	METSOXR1
rxn06077	METSOXR1r
rxn07439	METSOXR2
rxn09940	METSOXR2
rxn00693	METSr
rxn09672	METt2r
rxn05615	METt3r
rxn08920	METtec
rxn10976	METtec
rxn34511	METtec
rxn13122	MEV_Rt
rxn31992	MEV_Rt
rxn01607	MEVK1c
rxn09616	MEVK2
rxn09615	MEVK3
rxn09614	MEVK4
rxn08924	MG2abc
rxn10571	MG2abc
rxn01504	MGCOAH
rxn27998	MGCOAH
rxn32471	MGCOAH
rxn02983	MGLTOR
rxn00748	MGSA
rxn05616	MGt5
rxn08922	MGt5
rxn08923	MGt5
rxn32889	MGt5
rxn03020	MH4MPTMT
rxn17440	MH4MPTMT
rxn02458	MI1345PP
rxn35258	MI1345PP
rxn21261	MI134P4P
rxn02457	MI134PK
rxn02455	MI134PP
rxn32830	MI134PP
rxn02388	MI13PP
rxn02460	MI145PK
rxn02435	MI145PP
rxn00609	MI1PI
rxn00881	MI1PP
rxn28168	MI1PP
rxn30897	MI1PP
rxn03035	MI34PP
rxn35254	MI34PP
rxn00883	MI3PP
rxn28001	MI3PP
rxn00882	MI4PP
rxn28169	MI4PP
rxn03061	MICITDr
rxn33768	MICITDr
rxn33769	MICITDr
rxn33789	MICITDr
rxn04039	MIHPPT
rxn02281	MIMDZLDAH
rxn02418	MINOHPPH
rxn04270	MIPHDDH
rxn12664	MK7te
rxn02093	MLBTLGH
rxn03506	MLDUAH
rxn05746	MLTG1
rxn08933	MLTG2
rxn08934	MLTG3
rxn08935	MLTG4
rxn08936	MLTG5
rxn08937	MLTGY1
rxn08938	MLTGY2
rxn08939	MLTGY3
rxn08940	MLTGY4
rxn34512	MLTHFte
rxn09737	MLTHFte3
rxn39242	MLTHFte3
rxn06459	MLTHFTRU
rxn08941	MLTP1
rxn08942	MLTP2
rxn08943	MLTP3
rxn01132	MLTP4
rxn26127	MLTP5
rxn31759	MMAt2e
rxn00672	MMCD
rxn01995	MMCOAH
rxn03440	MMCOAHL
rxn01996	MME
rxn08944	MMETt2
rxn09671	MMETt2
rxn00602	MMM2r
rxn20202	MMM2r
rxn00671	MMSAD1
rxn09944	MMSAD2
rxn00501	MMSAD3
rxn00502	MMSAD4
rxn00532	MMSAD5
rxn02424	MMTSAD
rxn08952	MN2tex
rxn08948	MN6PP
rxn05149	MNabc
rxn01296	MNBZALDL
rxn20170	MNBZALDL
rxn04033	MNDLMDH
rxn02687	MNDLTOR
rxn04933	MNLOR
rxn32127	MNLOR
rxn32200	MNLOR
rxn01560	MNLP
rxn05617	MNLpts
rxn08949	MNLpts
rxn13934	MNLpts
rxn13944	MNLpts
rxn12587	MNLt6
rxn08950	MNLtex
rxn03885	MNNH
rxn05618	MNt2
rxn08951	MNt2
rxn00736	MOACL
rxn03182	MOAT
rxn10986	MOAT_HP
rxn08954	MOAT3C
rxn05619	MOBDabc
rxn08955	MOBDabc
rxn08956	MOBDtex
rxn01161	MOGMAH
rxn00912	MOHMT
rxn13988	MOOR
rxn05620	MOPSabc
rxn02565	MOR
rxn03639	MPH
rxn02733	MPML
rxn04152	MPPP9MMEOR
rxn04153	MPPP9MMEOR2
rxn04154	MPPP9MMEOR3
rxn02959	MPPP9MT
rxn03002	MPTGPH
rxn06719	MPTHPOR
rxn02728	MPTI
rxn02566	MRPHNOR
rxn04723	MSALDOR
rxn04782	MSAS
rxn05621	MSO3abc
rxn08959	MSO3abc
rxn08960	MSO3tex
rxn01021	MTAN
rxn01022	MTAP
rxn01211	MTHFC
rxn00907	MTHFD
rxn30158	MTHFD
rxn32777	MTHFD
rxn00906	MTHFD2
rxn31886	MTHFD2
rxn00149	MTHGXLDH
rxn33744	MTHGXLt
rxn33747	MTHGXLt
rxn07848	MTHMOR
rxn03052	MTHPTGHM
rxn01134	MTI
rxn15226	MTI
rxn11763	MTPOR
rxn39890	MTPOR
rxn03057	MTRI
rxn02894	MTRK
rxn02480	MTTH4MPTH
rxn37980	MTTH4MPTH
rxn02782	MUCCYCI
rxn12679	MUCLI
rxn10272	MUDPDGT
rxn10281	MUDPMGT
rxn07769	MXOR
rxn00341	N_CBL_ASPAH
rxn11937	N2OFO
rxn11932	N2OO
rxn08966	N2Ot
rxn08967	N2Ot
rxn30495	N2Ot
rxn10577	N2t
rxn05622	NAabcO
rxn00658	NABALAAH
rxn00345	NACASPAH
rxn00390	NACASPAH
rxn12612	NACLGLUt2
rxn08968	NACODA
rxn05623	NACt
rxn08969	NACt
rxn08970	NACt
rxn12806	NACt2r
rxn05310	NACUP
rxn00076	NADDP
rxn20269	NADDP
rxn30410	NADDP
rxn33290	NADDP
rxn08971	NADH10
rxn13727	NADH13
rxn08972	NADH16
rxn13856	NADH16
rxn08973	NADH17
rxn12213	NADH18
rxn13726	NADH18
rxn13729	NADH19
rxn05747	NADH4
rxn06108	NADH5
rxn08975	NADH5
rxn13857	NADH5
rxn10122	NADH6
rxn13927	NADH6
rxn13928	NADH6
rxn13935	NADH6
rxn13945	NADH6
rxn10123	NADH7
rxn10124	NADH8
rxn08976	NADH9
rxn13753	NADHUBQOX
rxn00077	NADK
rxn10060	NADK2
rxn10058	NADK3
rxn10059	NADK4
rxn10056	NADK5
rxn10057	NADK6
rxn00075	NADN
rxn00089	NADPGH
rxn08977	NADPHQR2
rxn10799	NADPHQR2
rxn13858	NADPHQR2
rxn08978	NADPHQR3
rxn08979	NADPHQR4
rxn00088	NADPPPS
rxn30204	NADPPPS
rxn30737	NADPPPS
rxn32045	NADPPPS
rxn13360	NADPti
rxn33773	NADPti
rxn33781	NADPti
rxn33783	NADPti
rxn00138	NADS1
rxn00190	NADS2
rxn00388	NAH
rxn10578	NaKt
rxn10820	NAKtr
rxn08981	NAMNPP
rxn01318	NANAT
rxn04715	NAPHT2MSUCCOAH
rxn32843	NAPHT2MSUCCOAH
rxn01265	NAPRT
rxn10823	NARK
rxn29054	NARK
rxn29236	NARK
rxn33542	NARK
rxn08985	NAt
rxn10899	NAt
rxn34393	NAt
rxn34515	NAt
rxn05209	NAt3_1
rxn08984	NAt3_1
rxn12448	NAt3_1
rxn34392	NAt3_1
rxn34514	NAt3_1
rxn08982	NAt3_15
rxn10179	NAt3_15
rxn08983	NAt3_2
rxn10178	NAt3_2
rxn10579	NBAHH_ir
rxn34578	NBAHH_ir
rxn11334	NCAMt2r
rxn10867	NCAMUP
rxn32452	NCAMUP
rxn32456	NCAMUP
rxn05023	NCOAH
rxn00853	NCPTRCA
rxn02683	NDNAH
rxn01221	NDP6
rxn00116	NDP7
rxn00237	NDPK1
rxn19769	NDPK1
rxn27873	NDPK1
rxn27874	NDPK1
rxn02517	NDPK10
rxn00117	NDPK2
rxn20461	NDPK2
rxn28042	NDPK2
rxn28044	NDPK2
rxn00409	NDPK3
rxn19276	NDPK3
rxn27747	NDPK3
rxn27748	NDPK3
rxn01512	NDPK4
rxn19643	NDPK4
rxn27839	NDPK4
rxn27840	NDPK4
rxn01353	NDPK5
rxn19465	NDPK5
rxn27786	NDPK5
rxn27787	NDPK5
rxn01678	NDPK6
rxn19645	NDPK6
rxn27842	NDPK6
rxn27843	NDPK6
rxn01673	NDPK7
rxn19449	NDPK7
rxn27780	NDPK7
rxn27781	NDPK7
rxn00839	NDPK8
rxn19384	NDPK8
rxn27777	NDPK8
rxn27778	NDPK8
rxn00515	NDPK9
rxn33570	NDPK9
rxn33573	NDPK9
rxn12112	NEDNMT
rxn06760	NEU21
rxn03467	NEU23
rxn00376	NFASPAH
rxn32730	NFASPAH
rxn32731	NFASPAH
rxn32757	NFASPAH
rxn01640	NFLGLNH
rxn00375	NFORGLUAH
rxn13362	NFORTYRt
rxn13363	NFTYROX
rxn14264	NGNDMAT
rxn07140	NGNTMT
rxn10868	NH4t4
rxn05466	NH4tb
rxn08986	NH4tb
rxn08987	NH4tb
rxn09736	NH4tb
rxn09835	NH4tb
rxn13364	NH4tb
rxn29241	NH4tb
rxn29242	NH4tb
rxn01806	NHFRBOr
rxn06173	NHFRBOr
rxn08991	NI2tex
rxn05174	NIabc
rxn08993	NIabc
rxn02401	NICRNS
rxn00567	NIR
rxn06874	NIT_n1p4
rxn05125	NMANTHCOAL
rxn04325	NMCNRFOR
rxn00105	NMNATr
rxn30040	NMNDA
rxn00940	NMNN
rxn08996	NMNN
rxn15164	NMNN
rxn08995	NMNP
rxn08997	NMNP
rxn10181	NMNP
rxn01671	NMNPH
rxn00941	NMNS
rxn09670	NMNt2r
rxn09735	NMNt2r
rxn09834	NMNt2r
rxn10141	NMNt7
rxn02828	NMPTRCOX
rxn00938	NNAM
rxn02155	NNATr
rxn02897	NNDMBRT
rxn02402	NNDPR
rxn10795	NO
rxn14184	NO2O
rxn14173	NO2OX
rxn09019	NO2rPmq
rxn09018	NO2rPuq
rxn13647	NO2rPuq
rxn05625	NO2t2r
rxn08998	NO2t2r
rxn05626	NO2t3
rxn29093	NO2t3
rxn08999	NO2tex
rxn05171	NO3abc
rxn12296	NO3R
rxn12498	NO3R
rxn09001	NO3R1
rxn10120	NO3R1
rxn13862	NO3R1
rxn09003	NO3R2
rxn10121	NO3R2
rxn09002	NO3rPmq
rxn09000	NO3rPuq
rxn05627	NO3t2
rxn10977	NO3t3
rxn33368	NO3t3
rxn12431	NO3t3r
rxn09004	NO3t7
rxn10177	NO3t7
rxn09005	NO3tex
rxn03990	NODOx
rxn03991	NODOy
rxn03394	NOPHMO
rxn00400	NOS1
rxn09008	NOt
rxn09009	NOt
rxn10828	NOt
rxn04957	NOX1
rxn11257	NOX2
rxn13771	NOX2
rxn01647	NP1_r
rxn04712	NP2MSUCCS
rxn32205	NP2MSUCCS
rxn02898	NPHS
rxn05814	NPPH
rxn00066	NPR
rxn04727	NPTHALDOR
rxn07671	NPTHLH
rxn04737	NPTHLTOR
rxn33686	NPTHLTOR
rxn02951	NQNLNOR
rxn02952	NQOOR
rxn04322	NRNDMAGT
rxn02400	NT5C
rxn01521	NTD1
rxn29956	NTD1
rxn01961	NTD10
rxn29979	NTD10
rxn31106	NTD10
rxn33762	NTD10
rxn00831	NTD11
rxn18974	NTD11
rxn30907	NTD11
rxn09010	NTD12
rxn30042	NTD12
rxn00708	NTD2
rxn18975	NTD2
rxn31059	NTD2
rxn01218	NTD3
rxn29952	NTD3
rxn00363	NTD4
rxn18972	NTD4
rxn32982	NTD4
rxn01145	NTD5
rxn29955	NTD5
rxn01670	NTD5_a
rxn24118	NTD5_a
rxn30500	NTD5_a
rxn30860	NTD5_a
rxn01507	NTD6
rxn13134	NTD6
rxn29951	NTD6
rxn33471	NTD6
rxn00132	NTD7
rxn18970	NTD7
rxn30611	NTD7
rxn31965	NTD7
rxn01445	NTD8
rxn29953	NTD8
rxn32325	NTD8
rxn32378	NTD8
rxn00913	NTD9
rxn18973	NTD9
rxn30908	NTD9
rxn04728	NTHTR
rxn01861	NTMAOR
rxn27333	NTMAOR
rxn00513	NTP10
rxn09011	NTP11
rxn09012	NTP12
rxn10584	NTP13
rxn00241	NTP3
rxn13139	NTP3PIP1
rxn13140	NTP3PIP2
rxn00408	NTP5
rxn01514	NTP9
rxn01351	NTPP1
rxn02518	NTPP10
rxn01962	NTPP11
rxn01222	NTPP3
rxn00367	NTPP4
rxn09013	NTPP5
rxn00063	NTPP6
rxn09014	NTPP7
rxn00463	NTPP8
rxn00514	NTPP9
rxn01666	NTPPH
rxn01352	NTPTP1
rxn09016	NTPTP2
rxn00571	NTRARx
rxn11159	NTRARx
rxn00572	NTRARy
rxn10966	NTRARz
rxn00568	NTRIR2x
rxn11161	NTRIR2x
rxn00569	NTRIR2y
rxn13648	NTRIR4
rxn03978	NTRIR5
rxn11355	NTRK
rxn00082	NWHARGOX
rxn14091	NWHARGOX
rxn05035	O_PP_L_SERH2SO3
rxn09022	O16AP1
rxn09023	O16AP2
rxn09024	O16AP3
rxn09030	O2St
rxn29735	O2St
rxn33031	O2St
rxn33034	O2St
rxn05468	O2t5i
rxn09031	O2t5i
rxn09032	O2t5i
rxn09641	O2t5i
rxn09734	O2t5i
rxn31180	O2t5i
rxn00519	OAACL
rxn00162	OAADC
rxn00244	OAAH
rxn00266	OAAKEISO
rxn00256	OAASr
rxn13365	OAAt
rxn05882	OACL
rxn05890	OAZUROX
rxn12777	OBDHc
rxn04794	OBTFL
rxn01019	OCBT
rxn08454	OCDCAFATPc
rxn10161	OCDCAt2
rxn12390	OCDCAt2
rxn09034	OCDCAtr
rxn09669	OCDCAtr
rxn34366	OCDCAtr
rxn09035	OCDCEAtr
rxn09668	OCDCEAtr
rxn28606	OCDCEAtr
rxn33713	OCDCEAtr
rxn33716	OCDCEAtr
rxn33717	OCDCEAtr
rxn34367	OCDCEAtr
rxn09667	OCDCYAt
rxn13366	OCDCYAt
rxn03873	OCHCCOAH
rxn02032	OCL
rxn02940	OCOADAPAT
rxn00290	OCOAT1r
rxn00158	OCSERAL
rxn09036	OCTAt
rxn09840	OCTAt
rxn29141	OCTAt
rxn29352	OCTAt
rxn09037	OCTDPS
rxn05028	OCTT
rxn07574	OD2COAH
rxn14112	ODDOGE
rxn04297	ODDOMMT
rxn02310	ODEACVINDMT
rxn09038	ODECOAI
rxn03816	ODOGE
rxn03806	ODOGI
rxn06168	OGAT
rxn07474	OGLUAT
rxn02830	OGLUTRAT
rxn02883	OHEDH
rxn04736	OHNADOR
rxn31891	OHNADOR
rxn04726	OHOR
rxn03445	OHPBAT
rxn03395	OHPHM
rxn06905	OHTCOTH
rxn01207	OIVD1r
rxn00899	OIVD2
rxn02269	OIVD3
rxn08455	OLEICFATPtc
rxn09039	OMBZLM
rxn01208	OMCDC
rxn00334	OMGL
rxn09040	OMMBLHX
rxn09041	OMMBLHX3
rxn00710	OMPDC
rxn28054	OMPDC
rxn38244	OMPDC
rxn09042	OMPHHX
rxn09043	OMPHHX3
rxn06056	OOR
rxn05939	OOR2r
rxn14048	OOR2r
rxn01893	OP4ENH
rxn04095	OP4ENH2
rxn03609	OP4ENH3
rxn00186	OPAHir
rxn03393	OPHBDC
rxn09044	OPHHX
rxn12225	OPHHX
rxn09045	OPHHX3
rxn01177	OPHL
rxn05874	OPMEPH
rxn02411	OPMNHL
rxn01173	OPNADPOR
rxn05156	ORNabc
rxn09046	ORNabc
rxn00468	ORNAT
rxn00471	ORNCD
rxn20495	ORNCD
rxn30080	ORNCD
rxn00470	ORNDC
rxn30044	ORNDC
rxn35373	ORNDC
rxn05981	ORNOAAT
rxn00472	ORNR
rxn09048	ORNt
rxn10824	ORNt
rxn29084	ORNt
rxn29085	ORNt
rxn34157	ORNt
rxn05628	ORNt2r
rxn00467	ORNTA
rxn01636	ORNTAC
rxn20496	ORNTAr
rxn30091	ORNTAr
rxn33315	ORNTAr
rxn10978	OROt6
rxn01362	OROTPT
rxn03728	OTLTR
rxn00373	OXACL
rxn01135	OXACOAL
rxn01136	OXACOAT
rxn01420	OXAG
rxn30207	OXAG
rxn02948	OXALCDCL
rxn02104	OXAMTC
rxn27362	OXFOt4
rxn00203	OXGDC
rxn24434	OXGDC
rxn02144	OXOAEL
rxn00197	OXONADPOR
rxn01729	OXPTNDH
rxn05006	P1CM
rxn38465	P1CM
rxn03532	P3Bs
rxn00503	P5CD
rxn00504	P5CDy
rxn00931	P5CRyr
rxn10239	PAAI17P
rxn05256	PAAMOR
rxn03840	PABB
rxn11336	pac
rxn12774	pac
rxn07454	PACALDOHL
rxn09061	PACALDt
rxn13373	PACALDt
rxn13374	PACALDt
rxn01842	PACCOAL
rxn10586	PACCOAL3r
rxn00924	PACH
rxn10587	PACt2r
rxn00537	PACTH
rxn02118	PADCL
rxn12157	PADTPT
rxn02871	PAH
rxn10238	PAI17P
rxn08452	PALFATPtc
rxn13829	PALFATPtc
rxn03503	PAMDDH
rxn40478	PAN4PP
rxn01791	PANTS
rxn00932	PAOOX
rxn09062	PAPA120
rxn09063	PAPA140
rxn09064	PAPA141
rxn09065	PAPA160
rxn09066	PAPA161
rxn09067	PAPA180
rxn09068	PAPA181
rxn03903	PAPPT2
rxn03904	PAPPT3
rxn00755	PAPSCHOLST
rxn00359	PAPSNH
rxn09069	PAPSR2
rxn09665	PAPt
rxn09727	PAPt
rxn06193	PARGIH
rxn03088	PASAGSST
rxn06349	PBGPGH
rxn13782	pbiosynthesis
rxn10344	PBt
rxn00871	PBUTT
rxn00250	PC
rxn03514	PC11M
rxn03513	PC17M
rxn02775	PC20M
rxn03492	PC6AR
rxn03491	PC6YM
rxn03512	PC8XM
rxn02369	PCAB
rxn06897	PCBGT
rxn01193	PCCHTIR
rxn03003	PCLAD
rxn06112	PCLNAH
rxn03765	PCMTOGOR
rxn07099	PCNH
rxn01701	PCOAAT
rxn02423	PCOLLG5HLYSGT
rxn29230	PCRESOLup
rxn05089	PCYSOR
rxn00140	PDE1
rxn00920	PDE4
rxn35440	PDE4
rxn00154	PDH
rxn10951	PDH2
rxn01242	PDHa
rxn01871	PDHbr
rxn01241	PDHc
rxn06577	PDT
rxn00209	PDX5PO
rxn09071	PDX5PO2
rxn09072	PDX5PS
rxn04070	PDX5PSYN
rxn01398	PDXPP
rxn33691	PDXPP
rxn03139	PDXTOR
rxn01903	PEAMNO
rxn09080	PEAMNtex
rxn02936	PEHL
rxn02105	PENTAMH
rxn01902	PEOHOR
rxn24403	PEOHOR
rxn28356	PEOHOR
rxn38429	PEOHOR
rxn38430	PEOHOR
rxn00305	PEPCK
rxn10199	PEPGLY
rxn00462	PEPM
rxn05630	PEPt2
rxn02939	PERD
rxn04237	PERRCOAHL
rxn01479	PETHCT
rxn00545	PFK
rxn02314	PFK_2
rxn33087	PFK_2
rxn01343	PFK_3
rxn00551	PFK(ppi)
rxn01971	PFK26
rxn01348	PFK4
rxn00157	PFL
rxn28121	PFLr
rxn34258	PFLr
rxn06194	PGAH
rxn01485	PGAMT
rxn32446	PGAMT
rxn32450	PGAMT
rxn01101	PGCDr
rxn06540	PGCGGCT
rxn01623	PGDI
rxn00558	PGI
rxn34259	PGI
rxn01100	PGK
rxn20544	PGK
rxn35241	PGK
rxn38256	PGK
rxn38257	PGK
rxn01476	PGL
rxn19017	PGL
rxn19018	PGL
rxn12005	PGLUC
rxn04442	PGLUI
rxn00980	PGLYCP
rxn19871	PGLYCP
rxn30689	PGLYCP
rxn34260	PGLYCP
rxn01106	PGM
rxn18917	PGM
rxn35234	PGM
rxn00704	PGMT
rxn15773	PGMT
rxn33867	PGMT
rxn01967	PGMT2
rxn06565	PGPAGT
rxn10193	PGPGT
rxn02790	PGPH
rxn09101	PGPP120
rxn09102	PGPP140
rxn09103	PGPP141
rxn09104	PGPP160
rxn09105	PGPP161
rxn09106	PGPP180
rxn09107	PGPP181
rxn10269	PGPPAI15
rxn10266	PGPPAI17
rxn10267	PGPPI14
rxn10268	PGPPI15
rxn10270	PGPPI16
rxn10265	PGPPI17
rxn09108	PGSA120
rxn09109	PGSA140
rxn09110	PGSA141
rxn09111	PGSA160
rxn09112	PGSA161
rxn09113	PGSA180
rxn09114	PGSA181
rxn10263	PGSAAI15
rxn10260	PGSAAI17
rxn10261	PGSAI14
rxn10262	PGSAI15
rxn10264	PGSAI16
rxn10259	PGSAI17
rxn00495	PhAL
rxn30552	PhAL
rxn03071	PHCD
rxn07795	PHCNOR
rxn05001	PHCOR
rxn10819	PHDCAt
rxn10653	PHDCATA
rxn01315	PHE4MO
rxn00486	PHEADT
rxn01156	PHEAT
rxn09115	PHEMEABCte
rxn09116	PHEMEt
rxn10919	PHEMEt
rxn34396	PHEMEt
rxn34521	PHEMEt
rxn00492	PHENACT
rxn39188	PHENt
rxn03882	PHEPH
rxn05306	PHEt2r
rxn09117	PHEt2r
rxn11337	PHEt2r
rxn12449	PHEt2r
rxn00493	PHETA1
rxn21134	PHETA1
rxn28060	PHETA1
rxn38254	PHETA1
rxn00491	PHETA2
rxn37938	PHETA2
